,part_number,description_x,qty,unit,location,tracking,expiration,lot,available_x,data_available,data_available_flag,part,description_y,uom,onhand,allocated,notavailable,dropship,available_y,onorder,committed,short,Commited_flag
1437,R699,BCAA 2:1:1 (Instant),22.80,kg,Stock Bin # D31,"ExpDate: 2023-09-22

Lot#: BFS20210502003
",2023-09-22,"BFS20210502003
",1,0,0,R699,BCAA 2:1:1 (Instant),kg,51.683,0.00,0.00,0.0,51.683,0.00,0.00,0.00,0
1438,R700,Sodium Chloride,90.80,kg,Stock Bin # D8,"Lot#: 28918ACVAA
",,"28918ACVAA
",1,0,0,R700,Sodium Chloride,kg,90.80,0.00,0.00,0.0,90.80,0.00,0.00,0.00,0
1439,R701,Acesulfame Potassium (Ace K),4.297,kg,Stock Bin # E9,"ExpDate: 2022-08-05

Lot#: 20180827
",2022-08-05,"20180827
",1,0,0,R701,Acesulfame Potassium (Ace K),kg,4.297,0.00,0.00,0.0,4.297,0.00,0.00,0.00,0
1440,R704,Trisodium Citrate Dihydrate,35.4846,kg,Stock Bin # E9,"ExpDate: 2022-11-30

Lot#: 02020667
",2022-11-30,"02020667
",1,0,0,R704,Trisodium Citrate Dihydrate,kg,35.4916,0.00,0.00,0.0,35.4916,0.00,0.00,0.00,0
1441,R706,Watermelon Flavor (Mack),1.00,kg,Stock Bin # D2,"ExpDate: 2022-06-30

Lot#: 16303-211503-01
",2022-06-30,"16303-211503-01
",1,0,0,R706,Watermelon Flavor (Mack),kg,1.12,0.00,0.00,0.0,1.12,0.00,0.00,0.00,0
1442,R707,Opadry Blue 03B10883,9.825,kg,Stock Bin # D23,"ExpDate: 2022-04-08

Lot#: WP825693
",2022-04-08,"WP825693
",1,0,0,R707,Opadry Blue 03B10883,kg,14.625,0.00,4.80,0.0,9.825,0.00,0.00,0.00,0
1443,R708,Grape Skin Extract 4:1,20.104,kg,Stock Bin # D18,"ExpDate: 2023-11-03

Lot#: GS20110405
",2023-11-03,"GS20110405
",1,0,0,R708,Grape Skin Extract 4:1,kg,20.104,1.665,0.00,0.0,18.439,0.00,0.00,0.00,0
1444,R709,Grapefruit Seed Extract 10:1,1.609,kg,Stock Bin # E23,"ExpDate: 2023-07-31

Lot#: SB20-H081359
",2023-07-31,"SB20-H081359
",1,0,0,R709,Grapefruit Seed Extract 10:1,kg,1.609,0.00,0.00,0.0,1.609,0.00,0.00,0.00,0
1445,R710,Ginger Root Powder,36.988,kg,Stock Bin # D27,"ExpDate: 2024-07-31

Lot#: CSJ-A-802481
",2024-07-31,"CSJ-A-802481
",1,0,0,R710,Ginger Root Powder,kg,395.637,98.249,0.00,0.0,297.388,0.00,98.249,0.00,0
1446,R710,Ginger Root Powder,270.40,kg,Stock Bin # D22,"ExpDate: 2024-07-31

Lot#: CSJ-A-802481
",2024-07-31,"CSJ-A-802481
",1,0,0,R710,Ginger Root Powder,kg,395.637,98.249,0.00,0.0,297.388,0.00,98.249,0.00,0
1447,R713,Triacetin,1.00,kg,Stock Bin # D22,"ExpDate: 2022-02-01

Lot#: MKCC5661
",2022-02-01,"MKCC5661
",1,0,0,R713,Triacetin,kg,1.00,0.00,0.00,0.0,1.00,0.00,0.00,0.00,0
1448,R716,Panax Ginseng Root Extract 5% ginsenosides,1.881,kg,Stock Bin # D5,"ExpDate: 2022-08-31

Lot#: SB19-H091333
",2022-08-31,"SB19-H091333
",1,0,0,R716,Panax Ginseng Root Extract 5% ginsenosides,kg,7.753,0.00,5.872,0.0,1.881,0.00,0.00,0.00,0
1449,R719,Opadry Brown 03B165003,5.3006,kg,Stock Bin # D23,"ExpDate: 2023-04-30

Lot#: WP833015
",2023-04-30,"WP833015
",1,0,0,R719,Opadry Brown 03B165003,kg,10.3006,0.00,5.00,0.0,5.3006,0.00,0.00,0.00,0
1450,R723,Creatine Monohydrate,1.00,kg,Stock Bin # E17,"ExpDate: 2024-01-05

Lot#: CM20210106A
",2024-01-05,"CM20210106A
",1,0,0,R723,Creatine Monohydrate,kg,1.00,366.183,0.00,0.0,0.00,0.00,0.00,365.183,0
1451,R731,Organic Turmeric Extract 95% Curcuminoids,24.795,kg,Stock Bin # E27,"ExpDate: 2026-05-30

Lot#: CP2106021
",2026-05-30,"CP2106021
",1,0,0,R731,Organic Turmeric Extract 95% Curcuminoids,kg,24.795,0.00,0.00,0.0,24.795,0.00,0.00,0.00,0
1452,R732,Turmeric Extract 95% Curcuminoids - Natural,50.00,kg,Quarantine Powders/ Receiving,"ExpDate: 2024-06-03

Lot#: 20211607
",2024-06-03,"20211607
",1,0,0,R732,Turmeric Extract 95% Curcuminoids - Natural,kg,"2,867.658","6,889.267",708.005,0.0,0.00,"3,200.00","2,121.827","4,729.614",0
1453,R732,Turmeric Extract 95% Curcuminoids - Natural,258.005,kg,Quarantine Powders/ Receiving,"ExpDate: 2026-11-30

Lot#: CP2111011
",2026-11-30,"CP2111011
",1,0,0,R732,Turmeric Extract 95% Curcuminoids - Natural,kg,"2,867.658","6,889.267",708.005,0.0,0.00,"3,200.00","2,121.827","4,729.614",0
1454,R732,Turmeric Extract 95% Curcuminoids - Natural,400.00,kg,Quarantine Powders/ Receiving,"ExpDate: 2024-08-29

Lot#: 210830
",2024-08-29,"210830
",1,0,0,R732,Turmeric Extract 95% Curcuminoids - Natural,kg,"2,867.658","6,889.267",708.005,0.0,0.00,"3,200.00","2,121.827","4,729.614",0
1455,R733,DL-Phenylalanine,14.833,kg,Stock Bin # D2,"ExpDate: 2022-11-01

Lot#: 202011001
",2022-11-01,"202011001
",1,0,0,R733,DL-Phenylalanine,kg,14.833,0.00,0.00,0.0,14.833,0.00,0.00,0.00,0
1456,R734,00 Gelatin Black Opaque 1975.01/ Red Opaque 1244.01 Capsules,"130,000.00",ea,Stock Bin # B29,"ExpDate: 2025-07-09

Lot#: 7175864
",2025-07-09,"7175864
",1,0,0,R734,00 Gelatin Black Opaque 1975.01/ Red Opaque 1244.01 Capsules,ea,"170,000.00",0.00,0.00,0.0,"170,000.00",0.00,0.00,0.00,0
1457,R734,00 Gelatin Black Opaque 1975.01/ Red Opaque 1244.01 Capsules,"40,000.00",ea,Stock Bin # B29,"ExpDate: 2023-12-06

Lot#: 7159420
",2023-12-06,"7159420
",1,0,0,R734,00 Gelatin Black Opaque 1975.01/ Red Opaque 1244.01 Capsules,ea,"170,000.00",0.00,0.00,0.0,"170,000.00",0.00,0.00,0.00,0
1458,R736,Organic Maca Root Powder,8.00,kg,Stock Bin # A35,"ExpDate: 2023-10-14

Lot#: LH200001MKF
",2023-10-14,"LH200001MKF
",1,0,0,R736,Organic Maca Root Powder,kg,15.513,0.00,7.513,0.0,8.00,0.00,0.00,0.00,0
1459,R736,Organic Maca Root Powder,7.513,kg,Expired D49,"ExpDate: 2021-01-02

Lot#: 190200154
",2021-01-02,"190200154
",1,0,0,R736,Organic Maca Root Powder,kg,15.513,0.00,7.513,0.0,8.00,0.00,0.00,0.00,0
1460,R737,Tongkat Ali Root Powder (Longjack Eurycoma powder),13.00,kg,Stock Bin # D6,"ExpDate: 2023-01-10

Lot#: CDGAL-C-A002040
",2023-01-10,"CDGAL-C-A002040
",1,0,0,R737,Tongkat Ali Root Powder (Longjack Eurycoma powder),kg,16.892,50.10,3.892,0.0,0.00,0.00,0.00,37.10,0
1461,R739,FD&C RED NO. 40 POWDER,2.05,kg,Stock Bin # D23,"ExpDate: 2025-03-19

Lot#: AZ3296
",2025-03-19,"AZ3296
",1,0,0,R739,FD&C RED NO. 40 POWDER,kg,2.05,0.00,0.00,0.0,2.05,0.00,0.00,0.00,0
1462,R740,FD&C BLUE NO. 1 POWDER,0.638,kg,Stock Bin # D23,"ExpDate: 2023-11-08

Lot#: AY2946
",2023-11-08,"AY2946
",1,0,0,R740,FD&C BLUE NO. 1 POWDER,kg,0.638,0.00,0.00,0.0,0.638,0.00,0.00,0.00,0
1463,R742,FD&C YELLOW NO. 6 POWDER,0.967,kg,Stock Bin # D23,"ExpDate: 2023-12-26

Lot#: AY3861
",2023-12-26,"AY3861
",1,0,0,R742,FD&C YELLOW NO. 6 POWDER,kg,0.967,0.00,0.00,0.0,0.967,0.00,0.00,0.00,0
1464,R744,Lemon Balm Extract 4:1,8.50,kg,Stock Bin # D2,"ExpDate: 2022-12-23

Lot#: 20191224
",2022-12-23,"20191224
",1,0,0,R744,Lemon Balm Extract 4:1,kg,25.945,0.00,17.445,0.0,8.50,0.00,0.00,0.00,0
1465,R748,Copper Glycinate 10%,0.714,kg,Stock Bin # E20,"ExpDate: 2022-02-01

Lot#: 532807
",2022-02-01,"532807
",1,0,0,R748,Copper Glycinate 10%,kg,0.714,13.3055,0.00,0.0,0.00,0.00,0.00,12.5915,0
1466,R749,Fenugreek Extract (50% Saponins),2.953,kg,Stock Bin # E7,"ExpDate: 2023-09-06

Lot#: CHLB-A-902536
",2023-09-06,"CHLB-A-902536
",1,0,0,R749,Fenugreek Extract (50% Saponins),kg,55.414,0.00,52.461,0.0,2.953,0.00,0.00,0.00,0
1467,R755,Magnesium Glycinate 20%,29.773,kg,Stock Bin # D7,"ExpDate: 2023-05-31

Lot#: GMFA18006
",2023-05-31,"GMFA18006
",1,0,0,R755,Magnesium Glycinate 20%,kg,36.036,518.4179,1.631,0.0,0.00,0.00,0.00,484.0129,0
1468,R755,Magnesium Glycinate 20%,1.631,kg,Expired D49,"ExpDate: 2021-08-13

Lot#: GMFA19010
",2021-08-13,"GMFA19010
",1,0,0,R755,Magnesium Glycinate 20%,kg,36.036,518.4179,1.631,0.0,0.00,0.00,0.00,484.0129,0
1469,R756,Kelp (Norwegian or Icelandic),4.00,kg,Expired D49,"ExpDate: 2022-01-03

Lot#: TYRFO418-KEL-O
",2022-01-03,"TYRFO418-KEL-O
",1,0,0,R756,Kelp (Norwegian or Icelandic),kg,29.00,0.00,4.00,0.0,25.00,0.00,0.00,0.00,0
1470,R756,Kelp (Norwegian or Icelandic),25.00,kg,Stock Bin # A37,"ExpDate: 2023-06-14

Lot#: 4443
",2023-06-14,"4443
",1,0,0,R756,Kelp (Norwegian or Icelandic),kg,29.00,0.00,4.00,0.0,25.00,0.00,0.00,0.00,0
1471,R757,Organic Spinach Powder,6.763,kg,Expired D49,"ExpDate: 2020-10-26

Lot#: 89775-50
",2020-10-26,"89775-50
",1,0,0,R757,Organic Spinach Powder,kg,6.763,0.00,6.763,0.0,0.00,0.00,0.00,0.00,0
1472,R763,Moringa Oleifera Powder,19.328,kg,Stock Bin # D12,"ExpDate: 2024-03-31

Lot#: NIGMOLP-2103V563034
",2024-03-31,"NIGMOLP-2103V563034
",1,0,0,R763,Moringa Oleifera Powder,kg,21.618,0.00,0.00,0.0,21.618,0.00,0.00,0.00,0
1473,R763,Moringa Oleifera Powder,2.29,kg,Stock Bin # E19,"ExpDate: 2022-12-31

Lot#: ORG-MOR-1912024
",2022-12-31,"ORG-MOR-1912024
",1,0,0,R763,Moringa Oleifera Powder,kg,21.618,0.00,0.00,0.0,21.618,0.00,0.00,0.00,0
1474,R765,Jujube Extract 4:1,13.90,kg,Stock Bin # D19,"ExpDate: 2023-09-09

Lot#: CSZR-C-A002889
",2023-09-09,"CSZR-C-A002889
",1,0,0,R765,Jujube Extract 4:1,kg,18.90,0.00,0.00,0.0,18.90,0.00,0.00,0.00,0
1475,R765,Jujube Extract 4:1,5.00,kg,Stock Bin # E19,"ExpDate: 2023-09-09

Lot#: CSZR-C-A002889
",2023-09-09,"CSZR-C-A002889
",1,0,0,R765,Jujube Extract 4:1,kg,18.90,0.00,0.00,0.0,18.90,0.00,0.00,0.00,0
1476,R766,Horny Goat Weed 10:1 (Epimedium Extract),49.005,kg,Expired D49,"ExpDate: 2021-08-14

Lot#: ES18081502
",2021-08-14,"ES18081502
",1,0,0,R766,Horny Goat Weed 10:1 (Epimedium Extract),kg,56.645,0.00,56.645,0.0,0.00,0.00,0.00,0.00,0
1477,R766,Horny Goat Weed 10:1 (Epimedium Extract),7.64,kg,Expired D49,"ExpDate: 2020-08-19

Lot#: EP17082001
",2020-08-19,"EP17082001
",1,0,0,R766,Horny Goat Weed 10:1 (Epimedium Extract),kg,56.645,0.00,56.645,0.0,0.00,0.00,0.00,0.00,0
1478,R767,St. John's Wort Extract 0.3% Hypericins,3.20,kg,Stock Bin # D15,"ExpDate: 2023-09-11

Lot#: CGYLQ-C-A007521
",2023-09-11,"CGYLQ-C-A007521
",1,0,0,R767,St. John's Wort Extract 0.3% Hypericins,kg,43.153,0.00,0.933,0.0,42.22,0.00,0.00,0.00,0
1479,R767,St. John's Wort Extract 0.3% Hypericins,8.00,kg,Stock Bin # D15,"ExpDate: 2022-03-05

Lot#: CGYLQ-A-900814
",2022-03-05,"CGYLQ-A-900814
",1,0,0,R767,St. John's Wort Extract 0.3% Hypericins,kg,43.153,0.00,0.933,0.0,42.22,0.00,0.00,0.00,0
1480,R767,St. John's Wort Extract 0.3% Hypericins,0.933,kg,Expired D49,"ExpDate: 2020-12-04

Lot#: 171205
",2020-12-04,"171205
",1,0,0,R767,St. John's Wort Extract 0.3% Hypericins,kg,43.153,0.00,0.933,0.0,42.22,0.00,0.00,0.00,0
1481,R768,Rhodiola Rosea Root Powder,5.60,kg,Stock Bin # D12,"ExpDate: 2023-05-19

Lot#: RRP-20210519
",2023-05-19,"RRP-20210519
",1,0,0,R768,Rhodiola Rosea Root Powder,kg,5.719,0.00,0.00,0.0,5.719,0.00,0.00,0.00,0
1482,R769,Coconut Water Powder 35%,19.668,kg,Stock Bin # E20,"ExpDate: 2022-03-29

Lot#: CYEZ-A-902248
",2022-03-29,"CYEZ-A-902248
",1,0,0,R769,Coconut Water Powder 35%,kg,19.668,0.00,0.00,0.0,19.668,0.00,0.00,0.00,0
1483,R772,Horny Goat Weed (Epimedium) Extract 20% Icariins,4.545,kg,Stock Bin # D22,"ExpDate: 2022-03-01

Lot#: 20170302
",2022-03-01,"20170302
",1,0,0,R772,Horny Goat Weed (Epimedium) Extract 20% Icariins,kg,4.545,0.00,0.00,0.0,4.545,0.00,0.00,0.00,0
1484,R778,Zinc Glycinate 25%,1.53,kg,Stock Bin # E17,"ExpDate: 2022-06-30

Lot#: 559205
",2022-06-30,"559205
",1,0,0,R778,Zinc Glycinate 25%,kg,1.53,46.69665,0.00,0.0,0.00,0.00,0.00,45.16665,0
1485,R783,Red Raspberry Powder,15.05,kg,Stock Bin # F8,"ExpDate: 2023-05-16

Lot#: C21050201
",2023-05-16,"C21050201
",1,0,0,R783,Red Raspberry Powder,kg,25.00,9.80,0.00,0.0,15.20,0.00,9.80,0.00,0
1486,R785,Broccoli Powder,2.92,kg,Stock Bin # E2,"ExpDate: 2023-03-12

Lot#: XLH20210313
",2023-03-12,"XLH20210313
",1,0,0,R785,Broccoli Powder,kg,2.92,0.00,0.00,0.0,2.92,0.00,0.00,0.00,0
1487,R791,Nu-FLOWâ¢ Organic Brown Rice Concentrate,22.979,kg,Stock Bin # A34,"ExpDate: 2023-11-01

Lot#: 306-21
",2023-11-01,"306-21
",1,0,0,R791,Nu-FLOWâ¢ Organic Brown Rice Concentrate,kg,58.1414,35.1624,0.00,0.0,22.979,15.873,35.1624,0.00,0
1488,R792,C3 Reduct ODN,4.987,kg,Stock Bin # E4,"ExpDate: 2023-05-01

Lot#: C181174
",2023-05-01,"C181174
",1,0,0,R792,C3 Reduct ODN,kg,4.987,0.00,0.00,0.0,4.987,0.00,0.00,0.00,0
1489,R795,AstraGin,0.762,kg,Stock Bin # D22,"ExpDate: 2022-04-22

Lot#: C20190412
",2022-04-22,"C20190412
",1,0,0,R795,AstraGin,kg,0.762,0.00,0.00,0.0,0.762,0.00,0.00,0.00,0
1490,R796,00 (Delayed Release) DRcaps Vegetable Clear Capsules,"210,000.00",ea,Stock Bin # B21,"ExpDate: 2025-03-11

Lot#: 9043236
",2025-03-11,"9043236
",1,0,0,R796,00 (Delayed Release) DRcaps Vegetable Clear Capsules,ea,"210,000.00",0.00,0.00,0.0,"210,000.00",0.00,0.00,0.00,0
1491,R797,Organic Apple Cider Vinegar Powder,2.645,kg,Stock Bin # A37,"ExpDate: 2023-09-10

Lot#: CO82001-02-20200905PE
",2023-09-10,CO82001-02-20200905P,1,0,0,R797,Organic Apple Cider Vinegar Powder,kg,2.645,0.00,0.00,0.0,2.645,0.00,0.00,0.00,0
1492,R801,Vitamin B1 Benfotiamine,5.102,kg,Stock Bin # F2,"ExpDate: 2024-05-26

Lot#: 202105004
",2024-05-26,"202105004
",1,0,0,R801,Vitamin B1 Benfotiamine,kg,5.102,0.00,0.00,0.0,5.102,0.00,0.00,0.00,0
1493,R802,00 Gelatin Orange Opaque 3185.01 Capsules,"30,000.00",ea,Stock Bin # B29,"ExpDate: 2025-07-01

Lot#: 7170998
",2025-07-01,"7170998
",1,0,0,R802,00 Gelatin Orange Opaque 3185.01 Capsules,ea,"30,000.00",0.00,0.00,0.0,"30,000.00",0.00,0.00,0.00,0
1494,R803,Trans Resveratrol 50%,4.10,kg,Stock Bin # E6,"ExpDate: 2022-11-01

Lot#: GK20191101
",2022-11-01,"GK20191101
",1,0,0,R803,Trans Resveratrol 50%,kg,4.10,0.00,0.00,0.0,4.10,0.00,0.00,0.00,0
1495,R804,Epimedium Extract (Horny Goat Weed Extract) 10:1,15.50,kg,Stock Bin # D46,"ExpDate: 2022-06-17

Lot#: EE19061810
",2022-06-17,"EE19061810
",1,0,0,R804,Epimedium Extract (Horny Goat Weed Extract) 10:1,kg,15.50,0.00,0.00,0.0,15.50,0.00,0.00,0.00,0
1496,R806,Muira Puama Root Powder,1.074,kg,Stock Bin # E6,"ExpDate: 2022-09-30

Lot#: SBT-S080738
",2022-09-30,"SBT-S080738
",1,0,0,R806,Muira Puama Root Powder,kg,2.633,0.00,1.559,0.0,1.074,0.00,0.00,0.00,0
1497,R807,Chamomile Extract 10:1,3.12,kg,Stock Bin # D13,"ExpDate: 2023-05-30

Lot#: SB20-H060850
",2023-05-30,"SB20-H060850
",1,0,0,R807,Chamomile Extract 10:1,kg,38.12,0.00,35.00,0.0,3.12,0.00,0.00,0.00,0
1498,R808,Zinc Orotate 17%,9.66998,kg,Expired D48,"ExpDate: 2021-11-01

Lot#: 111801A01
",2021-11-01,"111801A01
",1,0,0,R808,Zinc Orotate 17%,kg,9.66998,0.00,9.66998,0.0,0.00,0.00,0.00,0.00,0
1499,R814,L-Leucine (fermented),2.00,kg,Stock Bin # D12,"ExpDate: 2022-02-11

Lot#: L2002015
",2022-02-11,"L2002015
",1,0,0,R814,L-Leucine (fermented),kg,3.959,74.27712,0.00,0.0,0.00,0.00,0.00,70.31812,0
1500,R814,L-Leucine (fermented),1.959,kg,Stock Bin # D12,"ExpDate: 2023-02-13

Lot#: L2102017
",2023-02-13,"L2102017
",1,0,0,R814,L-Leucine (fermented),kg,3.959,74.27712,0.00,0.0,0.00,0.00,0.00,70.31812,0
1501,R816,Vitamin K2 MK-7 1% MCC (Origin: Non-Chinese),0.87,kg,Stock Bin # E20,"ExpDate: 2022-03-31

Lot#: 1905
",2022-03-31,"1905
",1,0,0,R816,Vitamin K2 MK-7 1% MCC (Origin: Non-Chinese),kg,0.87,0.00,0.00,0.0,0.87,0.00,0.00,0.00,0
1502,R817,"Beta-1,3 / 1,6-Glucan 70%",25.00,kg,Stock Bin # E9,"ExpDate: 2022-04-14

Lot#: BE200414
",2022-04-14,"BE200414
",1,0,0,R817,"Beta-1,3 / 1,6-Glucan 70%",kg,71.327,0.00,43.249,0.0,28.078,0.00,0.00,0.00,0
1503,R817,"Beta-1,3 / 1,6-Glucan 70%",3.078,kg,Stock Bin # E9,"ExpDate: 2022-03-19

Lot#: BE200319
",2022-03-19,"BE200319
",1,0,0,R817,"Beta-1,3 / 1,6-Glucan 70%",kg,71.327,0.00,43.249,0.0,28.078,0.00,0.00,0.00,0
1504,R819,Bilberry Fruit Extract (25% anthocyanosides) (Vaccinium myrtillus),9.154,kg,Stock Bin # E9,"ExpDate: 2024-03-29

Lot#: EB202103006
",2024-03-29,"EB202103006
",1,0,0,R819,Bilberry Fruit Extract (25% anthocyanosides) (Vaccinium myrtillus),kg,14.032,0.00,4.878,0.0,9.154,0.00,0.00,0.00,0
1505,R823,Calcium Beta Hydroxybutyrate (BHB),20.00,kg,Stock Bin # E12,"ExpDate: 2022-12-10

Lot#: XR0042020121101
",2022-12-10,"XR0042020121101
",1,0,0,R823,Calcium Beta Hydroxybutyrate (BHB),kg,23.309,0.00,3.309,0.0,20.00,0.00,0.00,0.00,0
1506,R825,Magnesium Beta Hydroxybutyrate (BHB),0.652,kg,Stock Bin # E2,"ExpDate: 2024-04-21

Lot#: BM20210405
",2024-04-21,"BM20210405
",1,0,0,R825,Magnesium Beta Hydroxybutyrate (BHB),kg,0.652,0.00,0.00,0.0,0.652,"1,000.00",0.00,0.00,0
1507,R826,Sodium Beta Hydroxybutyrate (BHB),39.845,kg,Stock Bin # D28,"ExpDate: 2024-05-26

Lot#: BS20210502
",2024-05-26,"BS20210502
",1,0,0,R826,Sodium Beta Hydroxybutyrate (BHB),kg,57.771,0.00,0.00,0.0,57.771,0.00,0.00,0.00,0
1508,R826,Sodium Beta Hydroxybutyrate (BHB),17.926,kg,Stock Bin # D28,"ExpDate: 2022-07-19

Lot#: DBS20190703
",2022-07-19,"DBS20190703
",1,0,0,R826,Sodium Beta Hydroxybutyrate (BHB),kg,57.771,0.00,0.00,0.0,57.771,0.00,0.00,0.00,0
1509,R830,L-Tryptophan,3.91,kg,Stock Bin # E19,"ExpDate: 2022-11-16

Lot#: 20201117
",2022-11-16,"20201117
",1,0,0,R830,L-Tryptophan,kg,6.829,0.00,0.00,0.0,6.829,0.00,0.00,0.00,0
1510,R830,L-Tryptophan,2.919,kg,Stock Bin # E19,"ExpDate: 2023-04-30

Lot#: SBT-S060515
",2023-04-30,"SBT-S060515
",1,0,0,R830,L-Tryptophan,kg,6.829,0.00,0.00,0.0,6.829,0.00,0.00,0.00,0
1511,R831,Methyl Hesperidin,3.702,kg,Stock Bin # E31,"ExpDate: 2022-04-21

Lot#: H010161419A
",2022-04-21,"H010161419A
",1,0,0,R831,Methyl Hesperidin,kg,3.702,0.00,0.00,0.0,3.702,0.00,0.00,0.00,0
1512,R832,Saw Palmetto Berry Powder,11.85,kg,Stock Bin # E6,"ExpDate: 2023-12-17

Lot#: CJUYZ-C-A021184
",2023-12-17,"CJUYZ-C-A021184
",1,0,0,R832,Saw Palmetto Berry Powder,kg,11.85,34.66833,0.00,0.0,0.00,0.00,0.00,22.81833,0
1513,R833,Pumpkin Seed Extract 4:1,8.00,kg,Stock Bin # D12,"ExpDate: 2023-09-30

Lot#: SB20-H091393
",2023-09-30,"SB20-H091393
",1,0,0,R833,Pumpkin Seed Extract 4:1,kg,16.60,0.00,8.60,0.0,8.00,0.00,0.00,0.00,0
1514,R835,Coral Calcium,374.845,kg,Quarantine Powders/ Receiving,"ExpDate: 2024-02-29

Lot#: SBU-S090484
",2024-02-29,"SBU-S090484
",1,0,0,R835,Coral Calcium,kg,403.12,398.01328,374.845,0.0,0.00,0.00,0.00,369.73828,0
1515,R835,Coral Calcium,3.275,kg,Stock Bin # D1,"ExpDate: 2023-01-31

Lot#: SBR-S080678
",2023-01-31,"SBR-S080678
",1,0,0,R835,Coral Calcium,kg,403.12,398.01328,374.845,0.0,0.00,0.00,0.00,369.73828,0
1516,R837,Wheat Germ Powder,16.60,kg,Stock Bin # D46,"ExpDate: 2023-06-15

Lot#: 20210616
",2023-06-15,"20210616
",1,0,0,R837,Wheat Germ Powder,kg,16.60,0.00,0.00,0.0,16.60,0.00,0.00,0.00,0
1517,R839,Mucuna Extract 98% L-Dopa HPLC (30:1),9.423,kg,Stock Bin # D16,"ExpDate: 2023-02-24

Lot#: CZXDB-C-A009195
",2023-02-24,"CZXDB-C-A009195
",1,0,0,R839,Mucuna Extract 98% L-Dopa HPLC (30:1),kg,9.423,0.00,0.00,0.0,9.423,0.00,0.00,0.00,0
1518,R840,Zinc Monomethionine 20%,16.00,kg,Stock Bin # D6,"ExpDate: 2022-09-30

Lot#: 0001004968
",2022-09-30,"0001004968
",1,0,0,R840,Zinc Monomethionine 20%,kg,16.00,0.00,0.00,0.0,16.00,0.00,0.00,0.00,0
1519,R841,Green Tea Leaf Powder,0.10,kg,Stock Bin # E2,"ExpDate: 2022-11-13

Lot#: CLC-C-902912
",2022-11-13,"CLC-C-902912
",1,0,0,R841,Green Tea Leaf Powder,kg,0.10,0.00,0.00,0.0,0.10,0.00,0.00,0.00,0
1520,R842,Organic Yellow Maca Powder (Gelatinized),520.175,kg,Stock Bin # A36,"ExpDate: 2022-09-25

Lot#: OMGY201809-26
",2022-09-25,"OMGY201809-26
",1,0,0,R842,Organic Yellow Maca Powder (Gelatinized),kg,527.268,0.00,7.093,0.0,520.175,0.00,0.00,0.00,0
1521,R843,Organic Black Maca Powder (Gelatinized),9.628,kg,Stock Bin # A36,"ExpDate: 2022-09-01

Lot#: 3002-100-090519
",2022-09-01,"3002-100-090519
",1,0,0,R843,Organic Black Maca Powder (Gelatinized),kg,161.156,0.00,0.00,0.0,161.156,0.00,0.00,0.00,0
1522,R843,Organic Black Maca Powder (Gelatinized),119.807,kg,Stock Bin # A36,"ExpDate: 2022-12-30

Lot#: 3002-119-120919
",2022-12-30,"3002-119-120919
",1,0,0,R843,Organic Black Maca Powder (Gelatinized),kg,161.156,0.00,0.00,0.0,161.156,0.00,0.00,0.00,0
1523,R843,Organic Black Maca Powder (Gelatinized),31.721,kg,Stock Bin # A36,"ExpDate: 2022-09-01

Lot#: OMGB-201809-26
",2022-09-01,"OMGB-201809-26
",1,0,0,R843,Organic Black Maca Powder (Gelatinized),kg,161.156,0.00,0.00,0.0,161.156,0.00,0.00,0.00,0
1524,R846,Pink Himalayan Salt,13.107,kg,Stock Bin # D16,"ExpDate: 2023-08-20

Lot#: NIGFHSLT-1806V161002
",2023-08-20,NIGFHSLT-1806V161002,1,0,0,R846,Pink Himalayan Salt,kg,20.787,0.00,0.00,0.0,20.787,0.00,0.00,0.00,0
1525,R846,Pink Himalayan Salt,7.68,kg,Stock Bin # D16,"ExpDate: 2023-06-30

Lot#: 97881-00
",2023-06-30,"97881-00
",1,0,0,R846,Pink Himalayan Salt,kg,20.787,0.00,0.00,0.0,20.787,0.00,0.00,0.00,0
1526,R847,Erythritol 98%,14.00,kg,Stock Bin # D10,"ExpDate: 2022-02-23

Lot#: 20022473
",2022-02-23,"20022473
",1,0,0,R847,Erythritol 98%,kg,14.00,0.00,0.00,0.0,14.00,0.00,0.00,0.00,0
1527,R848,Lithium Orotate 9%,1.93,kg,Expired D48,"ExpDate: 2021-10-30

Lot#: 653335
",2021-10-30,"653335
",1,0,0,R848,Lithium Orotate 9%,kg,2.378,0.00,2.378,0.0,0.00,0.00,0.00,0.00,0
1528,R850,00 Gelatin Purple Opaque 3473.01 Capsules,"30,000.00",ea,Stock Bin # B29,"ExpDate: 2024-08-06

Lot#: 7168224
",2024-08-06,"7168224
",1,0,0,R850,00 Gelatin Purple Opaque 3473.01 Capsules,ea,"30,000.00",0.00,0.00,0.0,"30,000.00",0.00,0.00,0.00,0
1529,R851,Pumpkin Seed Powder,8.076,kg,Stock Bin # E19,"ExpDate: 2023-07-31

Lot#: SBT-S06053B
",2023-07-31,"SBT-S06053B
",1,0,0,R851,Pumpkin Seed Powder,kg,8.738,0.00,0.662,0.0,8.076,0.00,0.00,0.00,0
1530,R852,Nettle Root Powder,1.124,kg,Stock Bin # D13,"ExpDate: 2023-04-21

Lot#: CQMG-C-A002397
",2023-04-21,"CQMG-C-A002397
",1,0,0,R852,Nettle Root Powder,kg,4.665,8.25,0.00,0.0,0.00,0.00,0.00,3.585,0
