,part_number,description_x,qty,unit,location,tracking,expiration,lot,available_x,data_available,data_available_flag,part,description_y,uom,onhand,allocated,notavailable,dropship,available_y,onorder,committed,short,Commited_flag
0,CS#5005,Potassium Iodate,33.635,kg,Stock Bin # E15,"ExpDate: 2023-03-31

Lot#: 20210326189
",2023-03-31,"20210326189
",1,0,0,CS#5005,Potassium Iodate,kg,158.48,119.00,0.00,0.0,39.48,0.00,0.00,0.00,0
1,CS#5005,Potassium Iodate,124.845,kg,Stock Bin # E15,"ExpDate: 2023-07-31

Lot#: 20210728191
",2023-07-31,"20210728191
",1,0,0,CS#5005,Potassium Iodate,kg,158.48,119.00,0.00,0.0,39.48,0.00,0.00,0.00,0
2,CS#5038,L-Arginine AKG 2:1 Dihydrate,4.593,kg,Expired D49,"ExpDate: 2021-09-22

Lot#: C541909231
",2021-09-22,"C541909231
",1,0,0,CS#5038,L-Arginine AKG 2:1 Dihydrate,kg,4.593,0.00,4.593,0.0,0.00,0.00,0.00,0.00,0
3,CS#5089,Chromium Aspartate (Cr 2%) Aspartic Acid,22.20,kg,Stock Bin # D1,"ExpDate: 2024-08-31

Lot#: 523360
",2024-08-31,"523360
",1,0,0,CS#5089,Chromium Aspartate (Cr 2%) Aspartic Acid,kg,22.20,0.00,0.00,0.0,22.20,0.00,0.00,0.00,0
4,CS#5157,"Nattokinase 20,000 fu/g",9.757,kg,Stock Bin # D26,"ExpDate: 2023-08-31

Lot#: YN20170313A01
",2023-08-31,"YN20170313A01
",1,0,0,CS#5157,"Nattokinase 20,000 fu/g",kg,9.757,0.00,0.00,0.0,9.757,0.00,0.00,0.00,0
5,CS#5170,Deep Sea Salt,13.69,kg,Stock Bin # F2,"ExpDate: 2023-06-30

Lot#: 22084
",2023-06-30,"22084
",1,0,0,CS#5170,Deep Sea Salt,kg,13.69,0.00,0.00,0.0,13.69,0.00,0.00,0.00,0
6,CS#5173,Rice Bran Meal,25.737,kg,Stock Bin # F3,"ExpDate: 2022-10-21

Lot#: 21294-353-M
",2022-10-21,"21294-353-M
",1,0,0,CS#5173,Rice Bran Meal,kg,25.737,"1,291.59583",0.00,0.0,0.00,0.00,0.00,"1,265.85883",0
7,CS#5186,Rice Bran Meal,108.969,kg,Stock Bin # E25,"ExpDate: 2022-04-15

Lot#: 21105-129-M
",2022-04-15,"21105-129-M
",1,0,0,CS#5186,Rice Bran Meal,kg,134.602,0.00,25.633,0.0,108.969,0.00,0.00,0.00,0
8,CS#5196,4 oz Clear Type III Glass Jar 58-400,288.00,ea,Stock Bin # B19,,,,1,0,0,CS#5196,4 oz Clear Type III Glass Jar 58-400,ea,288.00,0.00,0.00,0.0,288.00,0.00,0.00,0.00,0
9,CS#5197,58-400 Black Smooth Lid - Heat Inductive Liner,304.00,ea,Stock Bin # C24,,,,1,0,0,CS#5197,58-400 Black Smooth Lid - Heat Inductive Liner,ea,304.00,0.00,0.00,0.0,304.00,0.00,0.00,0.00,0
10,CS#5199,200cc PK/SS 38-400 Black bottles 335/cs,100.00,ea,Stock Bin # C7,"Lot#: 20190828
",,"20190828
",1,0,0,CS#5199,200cc PK/SS 38-400 Black bottles 335/cs,ea,160.00,0.00,0.00,0.0,160.00,0.00,0.00,0.00,0
11,CS#5199,200cc PK/SS 38-400 Black bottles 335/cs,60.00,ea,Stock Bin # C7,"Lot#: U173412
",,"U173412
",1,0,0,CS#5199,200cc PK/SS 38-400 Black bottles 335/cs,ea,160.00,0.00,0.00,0.0,160.00,0.00,0.00,0.00,0
12,CS#5202,200cc Dark Amber PET Bottle 38-400,360.00,ea,Stock Bin # C15,,,,1,0,0,CS#5202,200cc Dark Amber PET Bottle 38-400,ea,360.00,0.00,0.00,0.0,360.00,0.00,0.00,0.00,0
13,CS#5203,38-400 Gold Smooth Lid - Pressure Sensitive Liner,300.00,ea,Stock Bin # C26,,,,1,0,0,CS#5203,38-400 Gold Smooth Lid - Pressure Sensitive Liner,ea,300.00,0.00,0.00,0.0,300.00,0.00,0.00,0.00,0
14,CS#5214,OptiMSM,0.25,kg,Stock Bin # E14,"ExpDate: 2025-09-27

Lot#: 2010201
",2025-09-27,"2010201
",1,0,0,CS#5214,OptiMSM,kg,0.25,0.00,0.00,0.0,0.25,0.00,0.00,0.00,0
15,CS#5215,Blackstrap Molasses Powder,6.00,kg,Stock Bin # D10,"ExpDate: 2022-05-09

Lot#: 668
",2022-05-09,"668
",1,0,0,CS#5215,Blackstrap Molasses Powder,kg,6.00,0.00,0.00,0.0,6.00,0.00,0.00,0.00,0
16,CS#5259,Beef Liver,36.00,kg,Stock Bin # E11,"ExpDate: 2023-01-11

Lot#: 21PH31177014
",2023-01-11,"21PH31177014
",1,0,0,CS#5259,Beef Liver,kg,36.00,35.60,0.00,0.0,0.40,0.00,35.60,0.00,0
17,CS#5260,Beef Heart,4.50,kg,Stock Bin # E11,"ExpDate: 2022-12-21

Lot#: 21PH31/176546E
",2022-12-21,"21PH31/176546E
",1,0,0,CS#5260,Beef Heart,kg,47.466,47.46904,0.00,0.0,0.00,0.00,47.466,0.00304,0
18,CS#5260,Beef Heart,7.50,kg,Stock Bin # E11,"ExpDate: 2022-11-23

Lot#: PH31/175480 E
",2022-11-23,"PH31/175480 E
",1,0,0,CS#5260,Beef Heart,kg,47.466,47.46904,0.00,0.0,0.00,0.00,47.466,0.00304,0
19,CS#5260,Beef Heart,35.466,kg,Stock Bin # E11,"ExpDate: 2022-12-21

Lot#: 20PH31/176546
",2022-12-21,"20PH31/176546
",1,0,0,CS#5260,Beef Heart,kg,47.466,47.46904,0.00,0.0,0.00,0.00,47.466,0.00304,0
20,CS#5261,Beef Kidney,14.60,kg,Stock Bin # E11,"ExpDate: 2022-11-06

Lot#: 21PH31-174924 E
",2022-11-06,"21PH31-174924 E
",1,0,0,CS#5261,Beef Kidney,kg,35.60,35.60,0.00,0.0,0.00,0.00,35.60,0.00,0
21,CS#5261,Beef Kidney,1.00,kg,Stock Bin # E11,"ExpDate: 2023-07-03

Lot#: 98384
",2023-07-03,"98384
",1,0,0,CS#5261,Beef Kidney,kg,35.60,35.60,0.00,0.0,0.00,0.00,35.60,0.00,0
22,CS#5261,Beef Kidney,9.00,kg,Stock Bin # E11,"ExpDate: 2023-02-05

Lot#: 21PH31-177968 E
",2023-02-05,"21PH31-177968 E
",1,0,0,CS#5261,Beef Kidney,kg,35.60,35.60,0.00,0.0,0.00,0.00,35.60,0.00,0
23,CS#5261,Beef Kidney,1.00,kg,Stock Bin # E11,"ExpDate: 2024-01-20

Lot#: 2102302
",2024-01-20,"2102302
",1,0,0,CS#5261,Beef Kidney,kg,35.60,35.60,0.00,0.0,0.00,0.00,35.60,0.00,0
24,CS#5261,Beef Kidney,10.00,kg,Stock Bin # E11,"ExpDate: 2024-01-19

Lot#: M-2115208
",2024-01-19,"M-2115208
",1,0,0,CS#5261,Beef Kidney,kg,35.60,35.60,0.00,0.0,0.00,0.00,35.60,0.00,0
25,CS#5262,Beef Adrenal,12.00,kg,Stock Bin # E11,"ExpDate: 2023-01-31

Lot#: 208959
",2023-01-31,"208959
",1,0,0,CS#5262,Beef Adrenal,kg,12.00,11.86904,0.00,0.0,0.13096,0.00,11.866,0.00,0
26,CS#5263,Beef Brain,6.00,kg,Stock Bin # E11,"ExpDate: 2024-03-15

Lot#: 2113807
",2024-03-15,"2113807
",1,0,0,CS#5263,Beef Brain,kg,35.60,35.60,0.00,0.0,0.00,0.00,35.60,0.00,0
27,CS#5263,Beef Brain,29.60,kg,Stock Bin # E11,"ExpDate: 2024-03-15

Lot#: M-2113807
",2024-03-15,"M-2113807
",1,0,0,CS#5263,Beef Brain,kg,35.60,35.60,0.00,0.0,0.00,0.00,35.60,0.00,0
28,CS#5264,Beef Lung,37.50,kg,Stock Bin # E11,"ExpDate: 2022-08-15

Lot#: 98512
",2022-08-15,"98512
",1,0,0,CS#5264,Beef Lung,kg,37.50,35.60,0.00,0.0,1.90,0.00,35.60,0.00,0
29,CS#5267,Beef Pancreas,35.60,kg,Stock Bin # E11,"ExpDate: 2023-02-03

Lot#: 20PH31-177867 E
",2023-02-03,"20PH31-177867 E
",1,0,0,CS#5267,Beef Pancreas,kg,35.60,35.60,0.00,0.0,0.00,0.00,35.60,0.00,0
30,CS#5268,Beef Spleen,35.60,kg,Stock Bin # E11,"ExpDate: 2023-11-04

Lot#: 202315
",2023-11-04,"202315
",1,0,0,CS#5268,Beef Spleen,kg,35.60,35.60,0.00,0.0,0.00,0.00,35.60,0.00,0
31,CS#5269,Beef Bone (MCHA),11.866,kg,Stock Bin # E11,"ExpDate: 2022-07-22

Lot#: 92175
",2022-07-22,"92175
",1,0,0,CS#5269,Beef Bone (MCHA),kg,11.866,11.86904,0.00,0.0,0.00,0.00,11.866,0.00304,0
32,CS#5270,Beef Marrow,19.60,kg,Stock Bin # E11,"ExpDate: 2023-07-12

Lot#: PH31-183168
",2023-07-12,"PH31-183168
",1,0,0,CS#5270,Beef Marrow,kg,35.60,35.60,0.00,0.0,0.00,0.00,35.60,0.00,0
33,CS#5270,Beef Marrow,16.00,kg,Stock Bin # E11,"ExpDate: 2023-07-12

Lot#: 21PH31-183168 E
",2023-07-12,"21PH31-183168 E
",1,0,0,CS#5270,Beef Marrow,kg,35.60,35.60,0.00,0.0,0.00,0.00,35.60,0.00,0
34,CS#5271,Beef Cartilage,11.866,kg,Stock Bin # E11,"ExpDate: 2021-11-16

Lot#: 92149
",2021-11-16,"92149
",1,0,0,CS#5271,Beef Cartilage,kg,11.866,11.86904,0.00,0.0,0.00,0.00,11.866,0.00304,0
35,CS#5273,Beef Blood,11.866,kg,Stock Bin # E11,"ExpDate: 2022-09-19

Lot#: 20PH31-173331
",2022-09-19,"20PH31-173331
",1,0,0,CS#5273,Beef Blood,kg,11.866,11.86904,0.00,0.0,0.00,0.00,11.866,0.00304,0
36,CS#5274,Beef Thymus,11.866,kg,Stock Bin # D12,"ExpDate: 2022-11-09

Lot#: 20PH31-174962-E
",2022-11-09,"20PH31-174962-E
",1,0,0,CS#5274,Beef Thymus,kg,12.838,11.86904,0.00,0.0,0.96896,0.00,11.866,0.00,0
37,CS#5274,Beef Thymus,0.972,kg,Stock Bin # E23,"ExpDate: 2022-09-19

Lot#: 20PH31/173293E
",2022-09-19,"20PH31/173293E
",1,0,0,CS#5274,Beef Thymus,kg,12.838,11.86904,0.00,0.0,0.96896,0.00,11.866,0.00,0
38,CS#5275,00 Gelatin Clear / Clear,"45,000.00",ea,Stock Bin # A28,"ExpDate: 2025-08-29

Lot#: 820081857
",2025-08-29,"820081857
",1,0,0,CS#5275,00 Gelatin Clear / Clear,ea,"720,000.00","712,000.00",0.00,0.0,"8,000.00",0.00,0.00,0.00,0
39,CS#5276,150cc Amber Glass W/M Packer 45-400 24/case,"3,000.00",ea,Stock Bin # C7,"Lot#: 9014933
",,"9014933
",1,0,0,CS#5276,150cc Amber Glass W/M Packer 45-400 24/case,ea,"9,480.00","6,417.00",0.00,0.0,"3,063.00",0.00,0.00,0.00,0
40,CS#5276,150cc Amber Glass W/M Packer 45-400 24/case,432.00,ea,Stock Bin # C7,"Lot#: 217448
",,"217448
",1,0,0,CS#5276,150cc Amber Glass W/M Packer 45-400 24/case,ea,"9,480.00","6,417.00",0.00,0.0,"3,063.00",0.00,0.00,0.00,0
41,CS#5276,150cc Amber Glass W/M Packer 45-400 24/case,"6,048.00",ea,Stock Bin # C7,"Lot#: 217367
",,"217367
",1,0,0,CS#5276,150cc Amber Glass W/M Packer 45-400 24/case,ea,"9,480.00","6,417.00",0.00,0.0,"3,063.00",0.00,0.00,0.00,0
42,CS#5277,"45-400 Black-Gold Rim Metal Cap, Pulp & Poly Liner 2500 case","4,000.00",ea,Stock Bin # C33,"Lot#: 210707584
",,"210707584
",1,0,0,CS#5277,"45-400 Black-Gold Rim Metal Cap, Pulp & Poly Liner 2500 case",ea,"9,000.00","6,417.00",0.00,0.0,"2,583.00",0.00,0.00,0.00,0
43,CS#5277,"45-400 Black-Gold Rim Metal Cap, Pulp & Poly Liner 2500 case",91.00,ea,Stock Bin # C33,"Lot#: 210908
",,"210908
",1,0,0,CS#5277,"45-400 Black-Gold Rim Metal Cap, Pulp & Poly Liner 2500 case",ea,"9,000.00","6,417.00",0.00,0.0,"2,583.00",0.00,0.00,0.00,0
44,CS#5278,00 Vcaps Plus Purple Carrot STD. PURPLE TR. V27.901,"66,000.00",ea,Stock Bin # B23,"Lot#: 3624531
",,"3624531
",1,0,0,CS#5278,00 Vcaps Plus Purple Carrot STD. PURPLE TR. V27.901,ea,"66,000.00",0.00,0.00,0.0,"66,000.00",0.00,0.00,0.00,0
45,CS#5281,Ginger Extract 5%,3.71,kg,Quarantine Powders/ Receiving,"ExpDate: 2024-01-31

Lot#: BHC1598NG/2021011102
",2024-01-31,BHC1598NG/2021011102,1,0,0,CS#5281,Ginger Extract 5%,kg,3.71,338.725,3.71,0.0,0.00,0.00,0.00,338.725,0
46,CS#5282,Turmeric Powder (Curcuma Longa) Extract 95%,74.845,kg,Quarantine Powders/ Receiving,"ExpDate: 2023-07-31

Lot#: BHC1297/2021063808
",2023-07-31,"BHC1297/2021063808
",1,0,0,CS#5282,Turmeric Powder (Curcuma Longa) Extract 95%,kg,74.845,119.55,74.845,0.0,0.00,0.00,0.00,119.55,0
47,CS#5283,Turmeric Powder,74.88,kg,Quarantine Powders/ Receiving,"ExpDate: 2023-07-30

Lot#: BHC3841IT/2021063908
",2023-07-30,BHC3841IT/2021063908,1,0,0,CS#5283,Turmeric Powder,kg,74.88,11.955,74.88,0.0,0.00,0.00,0.00,11.955,0
48,CS#5284,Naturall-Le Sunflower Lecithin Powder,9.88,kg,Quarantine Powders/ Receiving,"ExpDate: 2023-06-30

Lot#: MFS/SF/LEP/07/21/P-055
",2023-06-30,MFS/SF/LEP/07/21/P-0,1,0,0,CS#5284,Naturall-Le Sunflower Lecithin Powder,kg,9.88,15.94,9.88,0.0,0.00,0.00,0.00,15.94,0
49,CS#5285,Piper nigrum (Black pepper) extract 95%,3.675,kg,Quarantine Powders/ Receiving,"ExpDate: 2024-07-31

Lot#: BHC1155/2021064108
",2024-07-31,"BHC1155/2021064108
",1,0,0,CS#5285,Piper nigrum (Black pepper) extract 95%,kg,3.675,0.00,3.675,0.0,0.00,0.00,0.00,0.00,0
50,CS#5286,Boswellia serrata extract 80%,274.845,kg,Quarantine Powders/ Receiving,"ExpDate: 2024-07-31

Lot#: BHC9402US/2021065908
",2024-07-31,BHC9402US/2021065908,1,0,0,CS#5286,Boswellia serrata extract 80%,kg,274.845,0.00,274.845,0.0,0.00,0.00,0.00,0.00,0
51,CS#5287,Boswellia serrata extract AKBA 60%,24.845,kg,Quarantine Powders/ Receiving,"ExpDate: 2024-08-30

Lot#: BHC4632US/2021083209
",2024-08-30,BHC4632US/2021083209,1,0,0,CS#5287,Boswellia serrata extract AKBA 60%,kg,24.845,0.00,24.845,0.0,0.00,0.00,0.00,0.00,0
52,CS#5288,Boswellia serrata extract AKBA 30%,24.845,kg,Quarantine Powders/ Receiving,"ExpDate: 2024-09-30

Lot#: BHC1162EI/2021087110
",2024-09-30,BHC1162EI/2021087110,1,0,0,CS#5288,Boswellia serrata extract AKBA 30%,kg,24.845,0.00,24.845,0.0,0.00,0.00,0.00,0.00,0
53,CS#5290,150cc Carton 12/pk,550.00,ea,Quarantine Equipment,,,,1,0,0,CS#5290,150cc Carton 12/pk,ea,550.00,0.00,0.00,0.0,550.00,0.00,0.00,0.00,0
54,CS#5291,150cc Divider 12/pk,640.00,ea,Quarantine Equipment,,,,1,0,0,CS#5291,150cc Divider 12/pk,ea,640.00,0.00,0.00,0.0,640.00,0.00,0.00,0.00,0
55,FG276,5-HTP - Sample Bottle 60 ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-11-30

Lot#: 11174-60
",2021-11-30,"11174-60
",1,0,0,FG276,5-HTP - Sample Bottle 60 ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
56,FG277,Activated Charcoal - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-03-31

Lot#: 10968-60
",2021-03-31,"10968-60
",1,0,0,FG277,Activated Charcoal - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
57,FG278,Raspberry Ketone - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-09-30

Lot#: RKU80809-60
",2021-09-30,"RKU80809-60
",1,0,0,FG278,Raspberry Ketone - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
58,FG279,Anxiety - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-12-31

Lot#: AXS81127-60
",2020-12-31,"AXS81127-60
",1,0,0,FG279,Anxiety - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
59,FG280,Apple Cider Vinegar - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-06-30

Lot#: ACVP80601-60
",2021-06-30,"ACVP80601-60
",1,0,0,FG280,Apple Cider Vinegar - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
60,FG281,Ashwagandha - Sample Bottle 60ct,24.00,btl,Stock Bin # D35,"ExpDate: 2021-08-31

Lot#: ASH80626-60
",2021-08-31,"ASH80626-60
",1,0,0,FG281,Ashwagandha - Sample Bottle 60ct,btl,24.00,0.00,0.00,0.0,24.00,0.00,0.00,0.00,0
61,FG282,Berberine - Sample Bottle 60ct,63.00,btl,Stock Bin # D35,"ExpDate: 2021-01-31

Lot#: 11275
",2021-01-31,"11275
",1,0,0,FG282,Berberine - Sample Bottle 60ct,btl,86.00,0.00,0.00,0.0,86.00,0.00,0.00,0.00,0
62,FG282,Berberine - Sample Bottle 60ct,23.00,btl,Stock Bin # D35,"ExpDate: 2021-01-31

Lot#: BER81217-60
",2021-01-31,"BER81217-60
",1,0,0,FG282,Berberine - Sample Bottle 60ct,btl,86.00,0.00,0.00,0.0,86.00,0.00,0.00,0.00,0
63,FG283,Best Sellers Blend - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-11-30

Lot#: BSB81010-60
",2020-11-30,"BSB81010-60
",1,0,0,FG283,Best Sellers Blend - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
64,FG284,Biotin Pure - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-11-30

Lot#: BIO81024-60
",2020-11-30,"BIO81024-60
",1,0,0,FG284,Biotin Pure - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
65,FG285,Blood Sugar Ultra - Sample Bottle 60ct,76.00,btl,Stock Bin # D35,"ExpDate: 2021-02-28

Lot#: 11270
",2021-02-28,"11270
",1,0,0,FG285,Blood Sugar Ultra - Sample Bottle 60ct,btl,106.00,0.00,0.00,0.0,106.00,0.00,0.00,0.00,0
66,FG285,Blood Sugar Ultra - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-01-31

Lot#: BSU81220-60
",2021-01-31,"BSU81220-60
",1,0,0,FG285,Blood Sugar Ultra - Sample Bottle 60ct,btl,106.00,0.00,0.00,0.0,106.00,0.00,0.00,0.00,0
67,FG285,Blood Sugar Ultra - Sample Bottle 60ct,5.00,btl,Stock Bin # D35,"ExpDate: 2021-10-01

Lot#: BSU90809
",2021-10-01,"BSU90809
",1,0,0,FG285,Blood Sugar Ultra - Sample Bottle 60ct,btl,106.00,0.00,0.00,0.0,106.00,0.00,0.00,0.00,0
68,FG286,Caralluma - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-08-31

Lot#: CAR80824-60
",2021-08-31,"CAR80824-60
",1,0,0,FG286,Caralluma - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
69,FG287,Chlorella - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-11-30

Lot#: CHL81112-60
",2021-11-30,"CHL81112-60
",1,0,0,FG287,Chlorella - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
70,FG288,Organic Ceylon Cinnamon - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-09-30

Lot#: CNM80821-60
",2020-09-30,"CNM80821-60
",1,0,0,FG288,Organic Ceylon Cinnamon - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
71,FG289,CLA - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-01-31

Lot#: 0118026
",2021-01-31,"0118026
",1,0,0,FG289,CLA - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
72,FG290,"Collagen I, II, III, V, X - Sample Bottle 60ct",25.00,btl,Stock Bin # D35,"ExpDate: 2020-12-31

Lot#: COLB1116-60
",2020-12-31,"COLB1116-60
",1,0,0,FG290,"Collagen I, II, III, V, X - Sample Bottle 60ct",btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
73,FG291,Colon Sweep - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-05-31

Lot#: CS80517
",2021-05-31,"CS80517
",1,0,0,FG291,Colon Sweep - Sample Bottle 60ct,btl,27.00,0.00,0.00,0.0,27.00,0.00,0.00,0.00,0
74,FG291,Colon Sweep - Sample Bottle 60ct,2.00,btl,Stock Bin # D35,"ExpDate: 2022-06-30

Lot#: CS90311
",2022-06-30,"CS90311
",1,0,0,FG291,Colon Sweep - Sample Bottle 60ct,btl,27.00,0.00,0.00,0.0,27.00,0.00,0.00,0.00,0
75,FG292,CoQ10 Ubiquinone - Sample Bottle 30ct,25.00,btl,Stock Bin # D35,"ExpDate: 2019-11-30

Lot#: CQ60412-60
",2019-11-30,"CQ60412-60
",1,0,0,FG292,CoQ10 Ubiquinone - Sample Bottle 30ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
76,FG293,White Mulberry Extract Blend - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-09-30

Lot#: WMB60601-60
",2020-09-30,"WMB60601-60
",1,0,0,FG293,White Mulberry Extract Blend - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
77,FG294,Digestive Enzyme - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-04-30

Lot#: DEB80418
",2020-04-30,"DEB80418
",1,0,0,FG294,Digestive Enzyme - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
78,FG295,Elderberry - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-11-30

Lot#: ELD81020-60
",2021-11-30,"ELD81020-60
",1,0,0,FG295,Elderberry - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
79,FG296,Eye Health - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-02-29

Lot#: EYE80202-60
",2020-02-29,"EYE80202-60
",1,0,0,FG296,Eye Health - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
80,FG297,Female Enhancement - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-05-31

Lot#: FEM80521-60
",2020-05-31,"FEM80521-60
",1,0,0,FG297,Female Enhancement - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
81,FG298,Forskolin 125mg - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2019-12-31

Lot#: CF61215-60
",2019-12-31,"CF61215-60
",1,0,0,FG298,Forskolin 125mg - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
82,FG299,Forskolin 250mg - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-05-31

Lot#: CF70519-60
",2020-05-31,"CF70519-60
",1,0,0,FG299,Forskolin 250mg - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
83,FG300,Garcinia Cambogia Complex 700mg w/95% - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-12-31

Lot#: GC71216-60
",2020-12-31,"GC71216-60
",1,0,0,FG300,Garcinia Cambogia Complex 700mg w/95% - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
84,FG301,Garcinia Cambogia Complex 700mg w/95% - Sample Bottle 180ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-12-31

Lot#: GC71216-180
",2020-12-31,"GC71216-180
",1,0,0,FG301,Garcinia Cambogia Complex 700mg w/95% - Sample Bottle 180ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
85,FG302,Garcinia Complex 500mg w/60% Gel Caps- Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-09-30

Lot#: GCG70916-60
",2020-09-30,"GCG70916-60
",1,0,0,FG302,Garcinia Complex 500mg w/60% Gel Caps- Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
86,FG303,Garcinia Cambogia Pure 750mg w/80% - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-01-31

Lot#: GP70121-60
",2020-01-31,"GP70121-60
",1,0,0,FG303,Garcinia Cambogia Pure 750mg w/80% - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
87,FG304,Green Coffee Bean w/GCA - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-03-31

Lot#: GCB70309-60
",2020-03-31,"GCB70309-60
",1,0,0,FG304,Green Coffee Bean w/GCA - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
88,FG305,Green Tea Plus - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-11-30

Lot#: BSB81010-60
",2020-11-30,"BSB81010-60
",1,0,0,FG305,Green Tea Plus - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
89,FG306,Hair Skin Nails - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-10-31

Lot#: HSN80913-60
",2020-10-31,"HSN80913-60
",1,0,0,FG306,Hair Skin Nails - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
90,FG307,Horny Goat Weed Blend - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2021-06-30

Lot#: HGW80602-60
",2021-06-30,"HGW80602-60
",1,0,0,FG307,Horny Goat Weed Blend - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
91,FG308,Joint Flex Support - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-12-01

Lot#: JS71115-60
",2020-12-01,"JS71115-60
",1,0,0,FG308,Joint Flex Support - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
92,FG309,Keto 5 - Sample Bottle 60ct,25.00,btl,Stock Bin # D35,"ExpDate: 2020-11-30

Lot#: BSB81010-60
",2020-11-30,"BSB81010-60
",1,0,0,FG309,Keto 5 - Sample Bottle 60ct,btl,25.00,0.00,0.00,0.0,25.00,0.00,0.00,0.00,0
